<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2015.09.25	12:00:00	1.11392	1.11772	1.11248	1.11564	32777	52287432000	7
2015.09.25	16:00:00	1.11563	1.12073	1.11520	1.11860	38972	55644033000	7
2015.09.25	20:00:00	1.11856	1.12127	1.11699	1.11994	19823	23483658000	7
2015.09.28	00:00:00	1.11910	1.12140	1.11840	1.11954	9301	10466462000	7
2015.09.28	04:00:00	1.11954	1.12018	1.11806	1.11838	9678	11922538000	7
2015.09.28	08:00:00	1.11838	1.11996	1.11642	1.11798	29595	44817711000	7
2015.09.28	12:00:00	1.11799	1.12028	1.11502	1.11566	33124	52027809000	7
2015.09.28	16:00:00	1.11565	1.12436	1.11463	1.12375	43245	66891478000	7
2015.09.28	20:00:00	1.12381	1.12474	1.12237	1.12436	20240	27557915000	7
2015.09.29	00:00:00	1.12441	1.12562	1.12270	1.12430	8784	9885966000	7
2015.09.29	04:00:00	1.12430	1.12646	1.12420	1.12619	13039	15168861000	7
2015.09.29	08:00:00	1.12620	1.12810	1.12188	1.12270	34278	49398575000	7
2015.09.29	12:00:00	1.12270	1.12435	1.11935	1.12048	32125	53656838000	7
2015.09.29	16:00:00	1.12047	1.12675	1.11948	1.12603	46261	73351217000	7
2015.09.29	20:00:00	1.12603	1.12658	1.12289	1.12478	21820	33801036000	7
2015.09.30	00:00:00	1.12469	1.12610	1.12459	1.12469	10419	12290388000	7
2015.09.30	04:00:00	1.12470	1.12602	1.12400	1.12547	12025	15362485000	7
2015.09.30	08:00:00	1.12547	1.12549	1.12117	1.12272	30249	48736448000	7
2015.09.30	12:00:00	1.12269	1.12361	1.11835	1.11936	29458	52771630000	4
2015.09.30	16:00:00	1.11936	1.11961	1.11569	1.11817	41801	68175949000	7
2015.09.30	20:00:00	1.11817	1.11861	1.11619	1.11763	20468	30460903000	7
2015.10.01	00:00:00	1.11748	1.11780	1.11679	1.11725	8810	9570910000	7
2015.10.01	04:00:00	1.11726	1.11734	1.11441	1.11493	12879	17794821000	7
2015.10.01	08:00:00	1.11488	1.11675	1.11347	1.11630	25837	38327537000	7
2015.10.01	12:00:00	1.11630	1.11702	1.11437	1.11619	31852	53524911000	7
2015.10.01	16:00:00	1.11620	1.12090	1.11568	1.11958	38630	65968005000	7
2015.10.01	20:00:00	1.11959	1.12009	1.11803	1.11939	18295	26510843000	7
2015.10.02	00:00:00	1.11931	1.11950	1.11815	1.11897	8925	9355821000	7
2015.10.02	04:00:00	1.11897	1.12038	1.11752	1.11753	13726	17974829000	7
2015.10.02	08:00:00	1.11752	1.11814	1.11598	1.11632	23774	36272914000	7
2015.10.02	12:00:00	1.11634	1.13155	1.11501	1.12865	31068	49334921000	7
2015.10.02	16:00:00	1.12865	1.13181	1.12349	1.12413	47511	68330514000	7
2015.10.02	20:00:00	1.12412	1.12444	1.11998	1.12095	27570	34327312000	7
2015.10.05	00:00:00	1.12202	1.12262	1.12072	1.12211	16783	18345975000	7
2015.10.05	04:00:00	1.12211	1.12468	1.12201	1.12331	14842	18685892000	7
2015.10.05	08:00:00	1.12330	1.12645	1.12213	1.12582	33833	49377704000	7
2015.10.05	12:00:00	1.12582	1.12890	1.12097	1.12114	37736	63954751000	7
2015.10.05	16:00:00	1.12114	1.12244	1.11731	1.11867	37165	65790288000	7
2015.10.05	20:00:00	1.11866	1.11899	1.11740	1.11871	15305	23396948000	7
2015.10.06	00:00:00	1.11854	1.11974	1.11831	1.11903	10350	12613498000	7
2015.10.06	04:00:00	1.11903	1.11939	1.11717	1.11803	12156	17126979000	7
2015.10.06	08:00:00	1.11803	1.12195	1.11735	1.12059	28591	46569749000	7
2015.10.06	12:00:00	1.12060	1.12320	1.12005	1.12066	30125	52715173000	7
2015.10.06	16:00:00	1.12066	1.12743	1.12058	1.12630	37873	66097598000	7
2015.10.06	20:00:00	1.12630	1.12792	1.12563	1.12704	17886	27911768000	7
2015.10.07	00:00:00	1.12706	1.12759	1.12608	1.12655	9865	12799959000	7
2015.10.07	04:00:00	1.12655	1.12840	1.12614	1.12659	15200	20377228000	7
2015.10.07	08:00:00	1.12660	1.12663	1.12219	1.12418	29492	47674095000	7
2015.10.07	12:00:00	1.12419	1.12731	1.12313	1.12557	31254	57113744000	7
2015.10.07	16:00:00	1.12557	1.12659	1.12112	1.12427	40011	73826700000	7
2015.10.07	20:00:00	1.12427	1.12556	1.12333	1.12368	19871	32024018000	7
2015.10.08	00:00:00	1.12353	1.12456	1.12341	1.12387	6224	7621129000	7
2015.10.08	04:00:00	1.12387	1.12616	1.12378	1.12573	11902	16305898000	7
2015.10.08	08:00:00	1.12574	1.13094	1.12468	1.12930	28588	46450442000	7
2015.10.08	12:00:00	1.12930	1.13145	1.12378	1.12598	34065	58491011000	7
2015.10.08	16:00:00	1.12597	1.12912	1.12436	1.12820	32603	58606928000	7
2015.10.08	20:00:00	1.12821	1.13265	1.12625	1.12756	25876	37615001000	7
2015.10.09	00:00:00	1.12748	1.12920	1.12743	1.12825	9721	11444650000	7
2015.10.09	04:00:00	1.12824	1.12863	1.12667	1.12836	11358	15738309000	7
2015.10.09	08:00:00	1.12836	1.13470	1.12720	1.13232	32369	51445305000	7
2015.10.09	12:00:00	1.13232	1.13784	1.13148	1.13688	38821	65512008000	7
2015.10.09	16:00:00	1.13688	1.13869	1.13351	1.13799	36984	61610360000	7
2015.10.09	20:00:00	1.13800	1.13815	1.13519	1.13569	16351	20709111000	7
2015.10.12	00:00:00	1.13588	1.13775	1.13547	1.13740	13949	16414977000	7
2015.10.12	04:00:00	1.13740	1.13761	1.13637	1.13716	8126	11195656000	7
2015.10.12	08:00:00	1.13716	1.13844	1.13596	1.13802	17988	28870882000	7
2015.10.12	12:00:00	1.13802	1.13966	1.13634	1.13674	20400	36167461000	7
2015.10.12	16:00:00	1.13675	1.13808	1.13563	1.13785	23207	40335881000	7
2015.10.12	20:00:00	1.13785	1.13796	1.13570	1.13578	10343	13621518000	7
2015.10.13	00:00:00	1.13571	1.13612	1.13438	1.13473	7319	8827364000	7
2015.10.13	04:00:00	1.13473	1.13703	1.13468	1.13669	10086	14084778000	7
2015.10.13	08:00:00	1.13669	1.14108	1.13628	1.13803	29159	45430373000	7
2015.10.13	12:00:00	1.13803	1.14005	1.13644	1.13913	30720	55414216000	7
2015.10.13	16:00:00	1.13913	1.13955	1.13550	1.13894	33025	59211053000	7
2015.10.13	20:00:00	1.13894	1.13929	1.13774	1.13782	14608	23781081000	7
2015.10.14	00:00:00	1.13773	1.13963	1.13768	1.13960	8805	10438524000	8
2015.10.14	04:00:00	1.13960	1.14008	1.13830	1.13884	10234	14474122000	8
2015.10.14	08:00:00	1.13885	1.14271	1.13885	1.14055	29356	47708480000	9
2015.10.14	12:00:00	1.14059	1.14456	1.13911	1.14422	32405	57741569000	9
2015.10.14	16:00:00	1.14425	1.14475	1.14080	1.14441	36496	65707014000	10
2015.10.14	20:00:00	1.14441	1.14889	1.14420	1.14730	21210	32026610000	7
2015.10.15	00:00:00	1.14723	1.14838	1.14654	1.14667	11236	14082933000	7
2015.10.15	04:00:00	1.14667	1.14902	1.14612	1.14799	12803	18997568000	7
2015.10.15	08:00:00	1.14799	1.14949	1.14251	1.14413	30166	49690493000	7
2015.10.15	12:00:00	1.14414	1.14510	1.13694	1.13828	31770	55154649000	7
2015.10.15	16:00:00	1.13825	1.14190	1.13629	1.14007	40648	68899971000	7
2015.10.15	20:00:00	1.14002	1.14011	1.13724	1.13803	17777	28346956000	7
2015.10.16	00:00:00	1.13819	1.13846	1.13585	1.13651	10204	12087723000	0
2015.10.16	04:00:00	1.13652	1.13839	1.13607	1.13824	11166	15695132000	7
2015.10.16	08:00:00	1.13823	1.13945	1.13527	1.13599	22063	33753122000	7
2015.10.16	12:00:00	1.13599	1.13669	1.13339	1.13587	28788	47237465000	7
2015.10.16	16:00:00	1.13587	1.13895	1.13468	1.13808	34654	55545769000	7
2015.10.16	20:00:00	1.13808	1.13909	1.13474	1.13474	15395	20456703000	7
2015.10.19	00:00:00	1.13546	1.13750	1.13507	1.13701	14813	16391695000	7
2015.10.19	04:00:00	1.13701	1.13778	1.13537	1.13624	12642	18157991000	7
2015.10.19	08:00:00	1.13624	1.13788	1.13393	1.13595	24586	38604818000	7
2015.10.19	12:00:00	1.13595	1.13599	1.13085	1.13338	29321	51367169000	7
2015.10.19	16:00:00	1.13340	1.13438	1.13054	1.13211	30420	52558778000	7
2015.10.19	20:00:00	1.13211	1.13290	1.13191	1.13269	13055	20106704000	7
2015.10.20	00:00:00	1.13268	1.13340	1.13240	1.13337	8176	8589517000	7
2015.10.20	04:00:00	1.13340	1.13388	1.13299	1.13309	6882	9194203000	7
2015.10.20	08:00:00	1.13309	1.13643	1.13237	1.13588	23191	38762202000	7
2015.10.20	12:00:00	1.13588	1.13868	1.13444	1.13647	28744	50660124000	7
2015.10.20	16:00:00	1.13647	1.13672	1.13321	1.13514	30566	57845651000	7
2015.10.20	20:00:00	1.13514	1.13566	1.13355	1.13453	12751	19498988000	7
2015.10.21	00:00:00	1.13430	1.13674	1.13429	1.13615	8033	10319248000	7
2015.10.21	04:00:00	1.13617	1.13645	1.13551	1.13612	7848	10964147000	7
2015.10.21	08:00:00	1.13613	1.13772	1.13432	1.13594	25143	39832871000	7
2015.10.21	12:00:00	1.13594	1.13634	1.13342	1.13538	24759	44816652000	7
2015.10.21	16:00:00	1.13539	1.13637	1.13368	1.13455	30565	57335888000	7
2015.10.21	20:00:00	1.13454	1.13543	1.13353	1.13382	15063	25665632000	7
2015.10.22	00:00:00	1.13372	1.13479	1.13294	1.13352	7631	10136750000	0
2015.10.22	04:00:00	1.13352	1.13507	1.13350	1.13359	11133	15738116000	7
2015.10.22	08:00:00	1.13359	1.13453	1.13021	1.13128	27540	46009794000	7
2015.10.22	12:00:00	1.13128	1.13257	1.11780	1.11964	35491	57365265000	7
2015.10.22	16:00:00	1.11964	1.12125	1.11182	1.11367	45625	78318235000	7
2015.10.22	20:00:00	1.11365	1.11389	1.10998	1.11087	22826	38171257000	7
2015.10.23	00:00:00	1.11055	1.11089	1.10716	1.10898	15950	20519066000	0
2015.10.23	04:00:00	1.10898	1.11192	1.10898	1.11094	13890	19562833000	7
2015.10.23	08:00:00	1.11093	1.11372	1.10910	1.11289	29696	46946481000	7
2015.10.23	12:00:00	1.11288	1.11394	1.10273	1.10464	37966	65360219000	7
2015.10.23	16:00:00	1.10464	1.10567	1.10061	1.10155	38002	62648760000	7
2015.10.23	20:00:00	1.10154	1.10174	1.09963	1.10169	18242	24913172000	7
2015.10.26	00:00:00	1.10071	1.10312	1.10055	1.10247	11078	13365372000	7
2015.10.26	04:00:00	1.10247	1.10392	1.10247	1.10373	8866	13789848000	7
2015.10.26	08:00:00	1.10377	1.10560	1.10228	1.10240	24697	39718839000	7
2015.10.26	12:00:00	1.10244	1.10404	1.10035	1.10333	27955	52341982000	7
2015.10.26	16:00:00	1.10326	1.10682	1.10284	1.10531	30480	55901638000	7
2015.10.26	20:00:00	1.10530	1.10594	1.10416	1.10529	11043	16797056000	0
2015.10.27	00:00:00	1.10524	1.10635	1.10448	1.10479	8074	11170567000	0
2015.10.27	04:00:00	1.10479	1.10690	1.10479	1.10641	9958	15311331000	7
2015.10.27	08:00:00	1.10639	1.10705	1.10359	1.10442	22787	37524186000	0
2015.10.27	12:00:00	1.10440	1.10780	1.10373	1.10415	30529	43756609000	0
2015.10.27	16:00:00	1.10418	1.10604	1.10300	1.10373	31503	51216977000	0
2015.10.27	20:00:00	1.10373	1.10525	1.10351	1.10462	12531	18678355000	0
2015.10.28	00:00:00	1.10454	1.10480	1.10257	1.10302	12911	19121821000	7
2015.10.28	04:00:00	1.10302	1.10392	1.10250	1.10322	8107	12876138000	0
2015.10.28	08:00:00	1.10323	1.10593	1.10309	1.10473	20044	33589520000	0
2015.10.28	12:00:00	1.10473	1.10894	1.10473	1.10691	25603	44182492000	7
2015.10.28	16:00:00	1.10691	1.10955	1.10569	1.10696	30770	55882858000	7
2015.10.28	20:00:00	1.10665	1.10751	1.08966	1.09267	31185	43064255000	0
2015.10.29	00:00:00	1.09268	1.09319	1.09026	1.09177	13128	20013427000	7
2015.10.29	04:00:00	1.09176	1.09342	1.09176	1.09319	10400	16329494000	7
2015.10.29	08:00:00	1.09320	1.09707	1.09162	1.09628	27469	45011147000	7
2015.10.29	12:00:00	1.09627	1.09764	1.09244	1.09546	33144	54380210000	7
2015.10.29	16:00:00	1.09547	1.09854	1.09467	1.09667	29246	51949495000	0
2015.10.29	20:00:00	1.09665	1.09862	1.09591	1.09858	11830	18023278000	0
2015.10.30	00:00:00	1.09858	1.09975	1.09740	1.09788	10525	15009471000	7
2015.10.30	04:00:00	1.09788	1.09944	1.09653	1.09745	17707	24730292000	7
2015.10.30	08:00:00	1.09745	1.10194	1.09728	1.10061	28263	43441862000	7
2015.10.30	12:00:00	1.10038	1.10474	1.09944	1.10472	32923	53864699000	7
2015.10.30	16:00:00	1.10470	1.10723	1.10108	1.10170	35622	60274611000	7
2015.10.30	20:00:00	1.10170	1.10173	1.09865	1.10050	12666	18103792000	7
2015.11.02	00:00:00	1.10266	1.10373	1.10175	1.10318	13494	17479512000	7
2015.11.02	04:00:00	1.10318	1.10385	1.10241	1.10328	7356	9957416000	7
2015.11.02	08:00:00	1.10327	1.10492	1.10038	1.10040	25294	40545158000	7
2015.11.02	12:00:00	1.10038	1.10527	1.09998	1.10502	24072	42834784000	7
2015.11.02	16:00:00	1.10501	1.10502	1.10150	1.10205	27483	49202692000	7
2015.11.02	20:00:00	1.10207	1.10303	1.10061	1.10150	11415	20131173000	7
2015.11.03	00:00:00	1.10139	1.10185	1.10066	1.10101	7218	10006550000	0
2015.11.03	04:00:00	1.10103	1.10196	1.10102	1.10191	6906	10351354000	7
2015.11.03	08:00:00	1.10191	1.10298	1.09773	1.09844	23506	39175835000	0
2015.11.03	12:00:00	1.09842	1.09890	1.09570	1.09652	29002	50986557000	7
2015.11.03	16:00:00	1.09651	1.09682	1.09357	1.09582	34065	60648737000	7
2015.11.03	20:00:00	1.09585	1.09696	1.09439	1.09627	19052	29374737000	7
2015.11.04	00:00:00	1.09626	1.09675	1.09441	1.09467	12560	15676892000	0
2015.11.04	04:00:00	1.09468	1.09573	1.09373	1.09572	10729	17118899000	7
2015.11.04	08:00:00	1.09572	1.09572	1.09160	1.09173	26946	43837837000	7
2015.11.04	12:00:00	1.09174	1.09390	1.09041	1.09061	29883	52845393000	7
2015.11.04	16:00:00	1.09062	1.09116	1.08444	1.08552	40498	69996091000	7
2015.11.04	20:00:00	1.08552	1.08654	1.08439	1.08653	15924	28959370000	7
2015.11.05	00:00:00	1.08628	1.08730	1.08569	1.08699	10408	13319913000	0
2015.11.05	04:00:00	1.08699	1.08764	1.08637	1.08712	8513	11993155000	7
2015.11.05	08:00:00	1.08713	1.08920	1.08333	1.08647	30668	48227231000	7
2015.11.05	12:00:00	1.08647	1.08972	1.08500	1.08798	33870	56754786000	7
2015.11.05	16:00:00	1.08799	1.08929	1.08576	1.08644	35707	62618601000	7
2015.11.05	20:00:00	1.08642	1.08896	1.08631	1.08828	14766	24025378000	7
2015.11.06	00:00:00	1.08825	1.08880	1.08786	1.08869	7128	9229529000	0
2015.11.06	04:00:00	1.08869	1.08935	1.08772	1.08815	9380	12395431000	7
2015.11.06	08:00:00	1.08817	1.08852	1.08626	1.08649	25362	38324610000	7
2015.11.06	12:00:00	1.08648	1.08842	1.07073	1.07344	31008	50090268000	0
2015.11.06	16:00:00	1.07345	1.07517	1.07070	1.07362	43092	69973557000	7
2015.11.06	20:00:00	1.07364	1.07468	1.07203	1.07390	16726	22209048000	7
2015.11.09	00:00:00	1.07283	1.07488	1.07191	1.07472	12822	13912058000	7
2015.11.09	04:00:00	1.07477	1.07708	1.07455	1.07646	12701	16159292000	4
2015.11.09	08:00:00	1.07648	1.07777	1.07529	1.07696	27586	40257601000	7
2015.11.09	12:00:00	1.07696	1.07896	1.07345	1.07414	34493	57600134000	7
2015.11.09	16:00:00	1.07413	1.07826	1.07262	1.07572	43409	69048884000	7
2015.11.09	20:00:00	1.07571	1.07672	1.07451	1.07499	15684	22264500000	5
2015.11.10	00:00:00	1.07500	1.07616	1.07473	1.07494	11317	13014162000	4
2015.11.10	04:00:00	1.07495	1.07547	1.07370	1.07460	9217	11504252000	5
2015.11.10	08:00:00	1.07460	1.07637	1.07295	1.07364	27613	45153374000	4
2015.11.10	12:00:00	1.07363	1.07444	1.06819	1.06953	35312	60489739000	7
2015.11.10	16:00:00	1.06952	1.07069	1.06740	1.07042	38508	64457590000	7
2015.11.10	20:00:00	1.07042	1.07301	1.06962	1.07227	19846	29878768000	7
2015.11.11	00:00:00	1.07214	1.07489	1.07171	1.07476	14386	17850840000	7
2015.11.11	04:00:00	1.07475	1.07733	1.07473	1.07583	16368	21531014000	7
2015.11.11	08:00:00	1.07584	1.07601	1.07323	1.07493	26149	39642970000	7
2015.11.11	12:00:00	1.07493	1.07518	1.07054	1.07338	29010	48584743000	7
2015.11.11	16:00:00	1.07338	1.07535	1.07068	1.07282	33304	52804888000	7
2015.11.11	20:00:00	1.07281	1.07448	1.07252	1.07417	11857	17233973000	7
2015.11.12	00:00:00	1.07432	1.07801	1.07426	1.07718	17286	22926120000	7
2015.11.12	04:00:00	1.07725	1.07743	1.07514	1.07568	13100	16286533000	7
2015.11.12	08:00:00	1.07567	1.07598	1.06906	1.07122	33558	49177440000	7
2015.11.12	12:00:00	1.07122	1.07394	1.07075	1.07251	35500	58613721000	7
2015.11.12	16:00:00	1.07251	1.08084	1.07217	1.07784	51331	81461931000	7
2015.11.12	20:00:00	1.07784	1.08301	1.07660	1.08120	25093	35194202000	7
2015.11.13	00:00:00	1.08103	1.08167	1.07849	1.07870	15256	19172089000	0
2015.11.13	04:00:00	1.07870	1.07965	1.07840	1.07863	12259	17455879000	7
2015.11.13	08:00:00	1.07856	1.07883	1.07517	1.07561	29142	47341332000	7
2015.11.13	12:00:00	1.07560	1.08075	1.07331	1.07347	39806	64831971000	7
2015.11.13	16:00:00	1.07350	1.07548	1.07137	1.07257	43229	73504803000	7
2015.11.13	20:00:00	1.07258	1.07743	1.07195	1.07668	19068	24493157000	7
2015.11.16	00:00:00	1.07366	1.07449	1.06865	1.07113	22283	23146663000	7
2015.11.16	04:00:00	1.07112	1.07277	1.07108	1.07253	9681	12736468000	7
2015.11.16	08:00:00	1.07253	1.07578	1.07154	1.07260	31871	46559367000	7
2015.11.16	12:00:00	1.07260	1.07451	1.07133	1.07279	31159	53810271000	7
2015.11.16	16:00:00	1.07279	1.07303	1.06910	1.06935	37601	66242317000	7
2015.11.16	20:00:00	1.06934	1.06983	1.06744	1.06847	16222	28266859000	7
2015.11.17	00:00:00	1.06770	1.06904	1.06601	1.06656	13691	17104937000	0
2015.11.17	04:00:00	1.06656	1.06712	1.06558	1.06624	11578	15763207000	6
2015.11.17	08:00:00	1.06621	1.06733	1.06425	1.06672	30739	51003988000	7
2015.11.17	12:00:00	1.06680	1.06789	1.06512	1.06566	29518	52137471000	7
2015.11.17	16:00:00	1.06565	1.06764	1.06305	1.06462	39476	69824553000	7
2015.11.17	20:00:00	1.06462	1.06553	1.06346	1.06430	20782	31747182000	7
2015.11.18	00:00:00	1.06413	1.06470	1.06348	1.06354	10929	13972592000	7
2015.11.18	04:00:00	1.06353	1.06506	1.06308	1.06495	10839	14839026000	7
2015.11.18	08:00:00	1.06495	1.06922	1.06402	1.06792	26638	42149373000	7
2015.11.18	12:00:00	1.06791	1.06814	1.06577	1.06584	28727	49926220000	7
2015.11.18	16:00:00	1.06584	1.06745	1.06227	1.06392	34715	65124252000	7
2015.11.18	20:00:00	1.06392	1.06716	1.06166	1.06583	24118	32948152000	7
2015.11.19	00:00:00	1.06574	1.07176	1.06549	1.07028	15731	20468044000	0
2015.11.19	04:00:00	1.07028	1.07124	1.06892	1.07050	18169	25488083000	7
2015.11.19	08:00:00	1.07044	1.07080	1.06667	1.06857	30203	50951866000	7
2015.11.19	12:00:00	1.06857	1.07168	1.06684	1.06860	33287	57975841000	7
2015.11.19	16:00:00	1.06860	1.07628	1.06828	1.07253	43542	71229486000	7
2015.11.19	20:00:00	1.07253	1.07392	1.07166	1.07338	15762	26363497000	7
2015.11.20	00:00:00	1.07322	1.07382	1.07099	1.07178	13567	16736775000	7
2015.11.20	04:00:00	1.07178	1.07265	1.07098	1.07239	11847	17153658000	7
2015.11.20	08:00:00	1.07236	1.07280	1.06637	1.06878	32437	53901987000	7
2015.11.20	12:00:00	1.06878	1.07057	1.06717	1.06930	30395	53496522000	7
2015.11.20	16:00:00	1.06932	1.07075	1.06405	1.06500	36973	64703484000	7
2015.11.20	20:00:00	1.06498	1.06577	1.06397	1.06451	16342	23659203000	7
2015.11.23	00:00:00	1.06372	1.06457	1.06083	1.06130	14378	18751820000	0
2015.11.23	04:00:00	1.06129	1.06185	1.06002	1.06143	15540	23265762000	7
2015.11.23	08:00:00	1.06143	1.06434	1.06075	1.06309	30261	49340715000	7
2015.11.23	12:00:00	1.06309	1.06463	1.06148	1.06462	32305	59355639000	7
2015.11.23	16:00:00	1.06462	1.06565	1.05922	1.06198	41276	71566617000	7
2015.11.23	20:00:00	1.06197	1.06361	1.06104	1.06354	16830	26794071000	7
2015.11.24	00:00:00	1.06355	1.06446	1.06294	1.06405	13248	16398220000	0
2015.11.24	04:00:00	1.06405	1.06439	1.06193	1.06313	11961	17199678000	7
2015.11.24	08:00:00	1.06315	1.06697	1.06212	1.06461	31724	50026852000	7
2015.11.24	12:00:00	1.06462	1.06668	1.06345	1.06620	37282	62606224000	7
2015.11.24	16:00:00	1.06622	1.06733	1.06280	1.06465	41161	69544420000	7
2015.11.24	20:00:00	1.06465	1.06617	1.06353	1.06426	19407	28751328000	7
2015.11.25	00:00:00	1.06428	1.06641	1.06400	1.06641	14532	18686948000	0
2015.11.25	04:00:00	1.06640	1.06766	1.06512	1.06581	15471	23373110000	7
2015.11.25	08:00:00	1.06581	1.06890	1.06060	1.06112	35752	59306423000	7
2015.11.25	12:00:00	1.06113	1.06160	1.05768	1.05910	42344	73450398000	7
2015.11.25	16:00:00	1.05916	1.06412	1.05657	1.06228	39837	65598579000	7
2015.11.25	20:00:00	1.06229	1.06282	1.06097	1.06238	15924	22662460000	7
2015.11.26	00:00:00	1.06228	1.06270	1.06152	1.06193	14166	18585983000	7
2015.11.26	04:00:00	1.06192	1.06248	1.06152	1.06193	11032	14724805000	7
2015.11.26	08:00:00	1.06194	1.06232	1.05996	1.06096	23504	39236478000	7
2015.11.26	12:00:00	1.06096	1.06200	1.06043	1.06174	22125	38262800000	7
2015.11.26	16:00:00	1.06174	1.06229	1.06057	1.06134	16174	27816427000	7
2015.11.26	20:00:00	1.06132	1.06140	1.06049	1.06102	13404	17692403000	7
2015.11.27	00:00:00	1.06101	1.06101	1.06011	1.06075	13742	13854182000	0
2015.11.27	04:00:00	1.06075	1.06161	1.06055	1.06117	9564	13344798000	7
2015.11.27	08:00:00	1.06117	1.06376	1.05837	1.05839	30764	49787695000	7
2015.11.27	12:00:00	1.05840	1.05966	1.05739	1.05785	30843	54581810000	7
2015.11.27	16:00:00	1.05784	1.06036	1.05682	1.05993	27973	49043675000	7
2015.11.27	20:00:00	1.05993	1.06042	1.05897	1.05938	9417	12914086000	7
2015.11.30	00:00:00	1.05887	1.05937	1.05701	1.05790	13598	17399368000	7
2015.11.30	04:00:00	1.05790	1.05917	1.05766	1.05849	10205	15020849000	2
2015.11.30	08:00:00	1.05848	1.05947	1.05629	1.05804	25793	42844242000	7
2015.11.30	12:00:00	1.05804	1.05847	1.05639	1.05745	27110	48619050000	7
2015.11.30	16:00:00	1.05746	1.05845	1.05576	1.05594	33847	58307314000	7
2015.11.30	20:00:00	1.05594	1.05758	1.05588	1.05643	15283	24564677000	7
2015.12.01	00:00:00	1.05639	1.05814	1.05629	1.05777	12082	16371785000	0
2015.12.01	04:00:00	1.05776	1.05966	1.05710	1.05813	20150	29931910000	7
2015.12.01	08:00:00	1.05813	1.06185	1.05772	1.05972	28250	47956274000	7
2015.12.01	12:00:00	1.05973	1.06109	1.05851	1.06057	25714	47772387000	7
2015.12.01	16:00:00	1.06056	1.06365	1.06018	1.06152	40065	71614849000	7
2015.12.01	20:00:00	1.06155	1.06369	1.06150	1.06324	16534	27209234000	5
2015.12.02	00:00:00	1.06340	1.06355	1.06200	1.06208	10989	15174195000	0
2015.12.02	04:00:00	1.06209	1.06240	1.06109	1.06118	9446	13402542000	7
2015.12.02	08:00:00	1.06117	1.06320	1.06071	1.06212	25866	44848884000	7
2015.12.02	12:00:00	1.06211	1.06211	1.05781	1.05801	33814	61668751000	7
2015.12.02	16:00:00	1.05801	1.05978	1.05505	1.05847	41690	72647566000	7
2015.12.02	20:00:00	1.05848	1.06265	1.05807	1.06135	26867	40260215000	7
2015.12.03	00:00:00	1.06121	1.06174	1.06011	1.06020	12229	15975354000	7
2015.12.03	04:00:00	1.06020	1.06023	1.05873	1.05873	12124	15950932000	7
2015.12.03	08:00:00	1.05873	1.05945	1.05524	1.05606	26857	47073295000	7
2015.12.03	12:00:00	1.05606	1.08935	1.05222	1.08241	49809	76859265000	7
2015.12.03	16:00:00	1.08240	1.09420	1.07887	1.09014	57433	88505078000	7
2015.12.03	20:00:00	1.09015	1.09807	1.09015	1.09385	35425	48347114000	7
2015.12.04	00:00:00	1.09408	1.09559	1.08993	1.09095	21685	26182077000	7
2015.12.04	04:00:00	1.09096	1.09459	1.09042	1.09385	17400	22448429000	7
2015.12.04	08:00:00	1.09385	1.09448	1.08585	1.08898	40411	63030468000	7
2015.12.04	12:00:00	1.08897	1.09490	1.08550	1.09252	44457	73619773000	7
2015.12.04	16:00:00	1.09252	1.09504	1.08357	1.08681	53639	77304006000	7
2015.12.04	20:00:00	1.08680	1.08803	1.08506	1.08779	20223	26583915000	7
2015.12.07	00:00:00	1.08681	1.08872	1.08629	1.08675	12734	15375486000	7
2015.12.07	04:00:00	1.08674	1.08693	1.08538	1.08611	9258	13564125000	7
2015.12.07	08:00:00	1.08611	1.08725	1.08112	1.08166	26654	41645831000	7
2015.12.07	12:00:00	1.08167	1.08259	1.07958	1.08170	28562	53439966000	7
2015.12.07	16:00:00	1.08170	1.08597	1.08051	1.08510	40556	69592152000	7
2015.12.07	20:00:00	1.08510	1.08599	1.08318	1.08366	19240	28855092000	7
2015.12.08	00:00:00	1.08348	1.08481	1.08299	1.08463	10101	12843114000	0
2015.12.08	04:00:00	1.08463	1.08604	1.08428	1.08604	9909	11675449000	7
2015.12.08	08:00:00	1.08604	1.08821	1.08527	1.08534	29024	45603534000	7
2015.12.08	12:00:00	1.08533	1.08962	1.08403	1.08937	37138	66723057000	7
2015.12.08	16:00:00	1.08937	1.09000	1.08657	1.08891	39917	63487152000	7
2015.12.08	20:00:00	1.08891	1.09021	1.08844	1.08920	21704	34310330000	7
2015.12.09	00:00:00	1.08895	1.08993	1.08789	1.08985	9001	11859789000	7
2015.12.09	04:00:00	1.08986	1.09208	1.08932	1.09071	12135	16008893000	7
2015.12.09	08:00:00	1.09071	1.09371	1.09059	1.09307	30549	48404571000	7
2015.12.09	12:00:00	1.09307	1.09755	1.09158	1.09712	32864	53945807000	7
2015.12.09	16:00:00	1.09715	1.10044	1.09499	1.10022	51688	81815541000	7
2015.12.09	20:00:00	1.10023	1.10427	1.09973	1.10244	37724	48412458000	7
2015.12.10	00:00:00	1.10214	1.10242	1.10061	1.10067	14754	18829060000	7
2015.12.10	04:00:00	1.10067	1.10138	1.10008	1.10011	10708	15761064000	7
2015.12.10	08:00:00	1.10011	1.10023	1.09609	1.09677	27469	43544550000	7
